runId,deviceId,dataset,scenario,repeat,method,studyPhase,diagnosticPurpose,fixedSse,excludeFromFormalAggregation,violationRate,frameTimeP95Ms,frameTimeP99Ms,rawFrameTimeP95Ms,rawFrameTimeP99Ms,rawFrameTimeMaxMs,frameTimeOver20Rate,frameBudgetViolationRate,requestQueuePeak,requestQueueAuc,tilesLoadedTotal,transferBytes,loadProgressEventCount,frameTimeHistogram
android-a-bagAmsterdam-pressureBurst-fixedDiagnostic-r1-mtiqf2tx,android-a,bagAmsterdam,pressureBurst,1,fixedDiagnostic,diagnostic,android-workload-identifiability,4.0,True,0.0,16.700000000002184,16.70000000001164,16.69999999999709,16.70000000001164,33.09999999999127,0.0004149377593360996,0.0,39,246976.59999999986,116,78922006,206.0,"[{""binEndMs"": 20, ""binStartMs"": 0, ""count"": 2409}, {""binEndMs"": 33.33, ""binStartMs"": 20, ""count"": 1}, {""binEndMs"": 50, ""binStartMs"": 33.33, ""count"": 0}, {""binEndMs"": 66.67, ""binStartMs"": 50, ""count"": 0}, {""binEndMs"": null, ""binStartMs"": 66.67, ""count"": 0}]"
android-a-bagRotterdam-pressureBurst-fixedDiagnostic-r1-mtiqg9ix,android-a,bagRotterdam,pressureBurst,1,fixedDiagnostic,diagnostic,android-workload-identifiability,4.0,True,0.0,16.70000000001164,16.70000000001164,16.70000000001164,16.70000000001164,18.19999999999709,0.0,0.0,39,233590.40000000017,108,91659806,214.0,"[{""binEndMs"": 20, ""binStartMs"": 0, ""count"": 2411}, {""binEndMs"": 33.33, ""binStartMs"": 20, ""count"": 0}, {""binEndMs"": 50, ""binStartMs"": 33.33, ""count"": 0}, {""binEndMs"": 66.67, ""binStartMs"": 50, ""count"": 0}, {""binEndMs"": null, ""binStartMs"": 66.67, ""count"": 0}]"
