runId,method,dataset,scenario,repeat,seed,deviceId,deviceClass,protocolVersion,networkProfile,studyPhase,pilotPurpose,piKp,piKi,valid,invalidReasons,requestPressureWindowCount,pressureSafeHoldCount,pressureTailOverlapCount,pressurePreemptiveOpportunityCount,pressurePreemptiveActionCount,missedPreemptiveOpportunityCount,tailDowngradeUnderPressureCount,validWindowCount,violationWindowCount,violationRate,frameTimeP95Ms,frameTimeP99Ms,timeWeightedMeanSse,requestQueuePeak,requestQueueAuc,switchCount,reversalCount,switchesPerMinute,forecastPairCount,predictionMaeMs,persistenceMaeMs,violationPrecision,violationRecall,violationF1,meanWarningLeadMs,rawFrameTimeP95Ms,rawFrameTimeP99Ms,frameBudgetViolationRate,firstStableDisplayMs,tilesLoadedTotal,tileFailureCount,stateWindowCounts,resourceCount,transferBytes,encodedBodyBytes,loadProgressEventCount,preRunReadinessReady,preRunReadinessWaitMs,preRunReadinessP95Ms,preRunReadinessCheckCount
pc-a-bagAmsterdam-burst-cesiumDynamic-r4-mtbckc24,cesiumDynamic,bagAmsterdam,burst,4,20260826,pc-a,pc,2.3.1,lan,pilot,full-pilot,,,True,,0,0,0,0,0,0,0,79,0,0.0,16.899999999930152,16.900000000027475,16.0,1,1533.1000000000931,0,0,0.0,78.0,0.01294871791301725,0.01294871791301725,,,,,16.899999999906868,16.90000000037253,0.0,1192.399999997113,9,0,"{""STABLE"": 79}",10,829762,826762,8.0,,,,
pc-a-bagAmsterdam-burst-cesiumDynamic-r4-mtbk1tjf,cesiumDynamic,bagAmsterdam,burst,4,20260826,pc-a,pc,2.3.2,lan,pilot,full-pilot,,,True,,0,0,0,0,0,0,0,79,0,0.0,16.9000000001397,16.905000000132713,16.0,0,0.0,0,0,0.0,78.0,0.003397435944479573,0.003397435944479573,,,,,16.9000000001397,17.0,0.0,10171.300000011921,7,0,"{""STABLE"": 79}",8,259482,257082,2.0,,,,
pc-a-bagAmsterdam-burst-fixed16-r1-mt8fag28,fixed16,bagAmsterdam,burst,1,20260823,pc-a,pc,2.0.0,lan,pilot,legacy,,,True,,0,0,0,0,0,0,0,80,0,0.0,16.899999999994908,16.90000000000873,16.0,0,0.0,0,0,0.0,79.0,0.01063291139221344,0.01063291139221344,,,,,16.80000000000291,16.90000000000873,0.0,1162.8999999999942,7,0,"{""STABLE"": 80}",8,259482,257082,,,,,
pc-a-bagAmsterdam-burst-fixed16-r1-mt9t9nkp,fixed16,bagAmsterdam,burst,1,20260823,pc-a,pc,2.1.0,lan,pilot,request-peak-probe,,,True,,0,0,0,0,0,0,0,79,0,0.0,16.814500000014085,16.89999999999418,16.0,0,0.0,0,0,0.0,78.0,0.0025641025669010456,0.0025641025669010456,,,,,16.800000000017462,16.89999999999418,0.0,1151.5999999992491,7,0,"{""STABLE"": 79}",8,259482,257082,3.0,,,,
pc-a-bagAmsterdam-burst-fixed16-r1-mt9vdjvo,fixed16,bagAmsterdam,burst,1,20260823,pc-a,pc,2.1.1,lan,pilot,request-peak-probe,,,True,,0,0,0,0,0,0,0,79,0,0.0,16.80000000000291,16.805000000002472,16.0,0,0.0,0,0,0.0,78.0,0.00012820512819389798,0.00012820512819389798,,,,,16.80000000000291,16.89999999999418,0.0,1202.4000000003725,7,0,"{""STABLE"": 79}",8,259482,257082,2.0,,,,
pc-a-bagAmsterdam-burst-fixed16-r1-mt9w77ul,fixed16,bagAmsterdam,burst,1,20260823,pc-a,pc,2.2.0,lan,pilot,request-peak-probe,,,True,,0,0,0,0,0,0,0,80,0,0.0,16.805000000002472,16.805000000002472,16.0,0,0.0,0,0,0.0,79.0,0.0005063291138796983,0.0005063291138796983,,,,,16.80000000000291,16.89999999999418,0.0,1182.100000000748,7,0,"{""STABLE"": 80}",8,259482,257082,2.0,,,,
pc-a-bagAmsterdam-burst-fixed16-r1-mt9xfokk,fixed16,bagAmsterdam,burst,1,20260823,pc-a,pc,2.2.1,lan,pilot,request-peak-probe,,,True,,0,0,0,0,0,0,0,80,0,0.0,16.800250000002887,16.828900000000388,16.0,0,0.0,0,0,0.0,79.0,0.0029746835440440374,0.0029746835440440374,,,,,16.80000000000291,16.90000000000873,0.0004166666666666667,1213.699999999255,7,0,"{""STABLE"": 80}",8,259482,257082,2.0,,,,
pc-a-bagAmsterdam-burst-fixed16-r1-mt9yby6e,fixed16,bagAmsterdam,burst,1,20260823,pc-a,pc,2.2.1,lan,pilot,request-peak-probe,,,True,,0,0,0,0,0,0,0,80,0,0.0,16.80000000000291,16.80000000000291,16.0,0,0.0,0,0,0.0,79.0,3.6840291717384434e-13,3.6840291717384434e-13,,,,,16.80000000000291,16.89999999999418,0.0004166666666666667,1195.0999999970227,7,0,"{""STABLE"": 80}",8,259482,257082,2.0,,,,
pc-a-bagAmsterdam-burst-fixed16-r1-mtb56uqu,fixed16,bagAmsterdam,burst,1,20260823,pc-a,pc,2.2.2,lan,pilot,request-peak-probe,,,True,,0,0,0,0,0,0,0,79,18,0.22784810126582278,66.5,67.06739999999701,16.0,9,14668.300000000017,0,0,0.0,78.0,2.064487179487181,2.064487179487181,0.9444444444444444,1.0,0.9714285714285714,513.7470588235292,17.10000000000291,50.10000000000582,0.03325842696629214,2110.699999999997,30,0,"{""STABLE"": 79}",31,14438758,14429458,30.0,,,,
pc-a-bagAmsterdam-burst-fixed16-r1-mtb8vgju,fixed16,bagAmsterdam,burst,1,20260823,pc-a,pc,2.3.0,lan,pilot,request-peak-probe,,,True,,0,0,0,0,0,0,0,79,0,0.0,16.89999999999418,16.89999999999434,16.0,9,11649.89999999995,0,0,0.0,78.0,0.016666666663737645,0.016666666663737645,,,,,16.89999999999418,16.900000000023283,0.0,1214.1000000029744,30,0,"{""STABLE"": 79}",31,14438758,14429458,20.0,,,,
